Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.9320          -9.5007     -11.3814       1.8807   269.4
1.9330          -9.5042     -11.3612       1.8571   266.1
1.9340          -9.5077     -11.3349       1.8272   261.8
1.9350          -9.5110     -11.3047       1.7937   257.0
1.9360          -9.5142     -11.2731       1.7589   252.0
1.9370          -9.5176     -11.2428       1.7252   247.2
1.9380          -9.5207     -11.2165       1.6958   242.9
1.9390          -9.5240     -11.1965       1.6726   239.6
1.9400          -9.5270     -11.1848       1.6578   237.5
1.9410          -9.5303     -11.1827       1.6524   236.7
1.9420          -9.5335     -11.1908       1.6573   237.4
1.9430          -9.5370     -11.2089       1.6719   239.5
1.9440          -9.5405     -11.2362       1.6957   242.9
1.9450          -9.5439     -11.2712       1.7273   247.5
1.9460          -9.5476     -11.3118       1.7642   252.8
1.9470          -9.5511     -11.3556       1.8045   258.5
1.9480          -9.5547     -11.4000       1.8453   264.4
1.9490          -9.5585     -11.4425       1.8840   269.9
1.9500          -9.5623     -11.4808       1.9185   274.9
1.9510          -9.5663     -11.5130       1.9467   278.9
1.9520          -9.5701     -11.5378       1.9677   281.9
1.9530          -9.5738     -11.5544       1.9805   283.7
1.9540          -9.5778     -11.5625       1.9847   284.3
1.9550          -9.5817     -11.5624       1.9808   283.8
1.9560          -9.5856     -11.5551       1.9695   282.2
1.9570          -9.5895     -11.5414       1.9519   279.6
1.9580          -9.5931     -11.5228       1.9296   276.4
1.9590          -9.5967     -11.5004       1.9037   272.7
1.9600          -9.6004     -11.4756       1.8752   268.7
1.9610          -9.6039     -11.4494       1.8455   264.4
1.9620          -9.6074     -11.4227       1.8154   260.1
1.9630          -9.6109     -11.3962       1.7852   255.8
1.9640          -9.6144     -11.3704       1.7560   251.6
1.9650          -9.6178     -11.3458       1.7281   247.6
1.9660          -9.6211     -11.3232       1.7020   243.8
1.9670          -9.6243     -11.3030       1.6787   240.5
1.9680          -9.6276     -11.2860       1.6584   237.6
1.9690          -9.6307     -11.2727       1.6420   235.2
1.9700          -9.6339     -11.2635       1.6296   233.5
1.9710          -9.6371     -11.2586       1.6215   232.3
1.9720          -9.6404     -11.2579       1.6176   231.7
1.9730          -9.6438     -11.2612       1.6174   231.7
1.9740          -9.6471     -11.2682       1.6211   232.2
1.9750          -9.6504     -11.2782       1.6278   233.2
1.9760          -9.6534     -11.2910       1.6376   234.6
1.9770          -9.6568     -11.3061       1.6493   236.3
1.9780          -9.6600     -11.3228       1.6628   238.2
1.9790          -9.6635     -11.3409       1.6775   240.3
1.9800          -9.6666     -11.3598       1.6932   242.6
1.9810          -9.6700     -11.3789       1.7089   244.8
1.9820          -9.6733     -11.3977       1.7245   247.1
1.9830          -9.6765     -11.4159       1.7393   249.2
1.9840          -9.6801     -11.4328       1.7528   251.1
1.9850          -9.6838     -11.4483       1.7646   252.8
1.9860          -9.6873     -11.4621       1.7748   254.3
1.9870          -9.6908     -11.4741       1.7833   255.5
1.9880          -9.6945     -11.4840       1.7895   256.4
1.9890          -9.6980     -11.4918       1.7938   257.0
1.9900          -9.7016     -11.4975       1.7959   257.3
1.9910          -9.7051     -11.5011       1.7960   257.3
1.9920          -9.7086     -11.5029       1.7942   257.1
1.9930          -9.7122     -11.5034       1.7912   256.6
1.9940          -9.7155     -11.5033       1.7877   256.1
1.9950          -9.7189     -11.5035       1.7846   255.7
1.9960          -9.7224     -11.5048       1.7824   255.4
1.9970          -9.7259     -11.5079       1.7820   255.3
1.9980          -9.7295     -11.5132       1.7837   255.5
1.9990          -9.7328     -11.5206       1.7878   256.1
2.0000          -9.7365     -11.5298       1.7933   256.9
